 [ N d7 ] , [ d5 ]  (?!) This looks rather premature to me. Clearing away the centre as it does one is left with rather an arid looking game with neither side able to establish an ascendancy. Well appearances can fool you as you will find out! Better might have been to develop the dark-square bishop to [ e3 ] or f4.
 [ R b5 ] , [ R e5 ]  Offering again to exchange Rooks.
 [ f6 ] , [ R a8 ]  Hoping to exchange the last two rooks.
 [ K x c8 ] , [ R c f1 ]  Guarding the Pawn with a Rook.
 [ B a6 ]  [ N e2 ] , [ N c6 ]  Ok so now my pawn structure is in ruins but I've got a few options left I guess. I considered [ B g5 ] here but I thought you'd likely just [ h6 ] and force me to trade to put your Q at [ f6 ] which doesn't seem attractive for me. I would expect you'll castle as well and start moving to exploit the pawn at f3. Coaching note: a good alternative here would have been [ B a3 ] to prevent my 0-0 for a while You know I did look at that but discarded the idea since the block with [ [ d6 ] ] was so easy and then I lost the right diagonal from its current position. [ [ d6 ] ] didn't look like it would inconvenience you at all.
 [ Q d1 ]  [ N f6 ]  [ B d3 ]  [ d5 ] , [ e x d5 ]  Maybe [ N c3 ] would have been better for white here instead of capturing at d5.
 [ Q e8 ]  [ B x a8 ] , [ N e7 ]  A good move I thought bringing the Knight in and of course the Queen is doing nothing wrong defending it
 [ e4 ]  [ e5 ] , [ Q h5 ]  Problem number 1. Why are we moving at Queen at move 2? Bad idea. Because the Queen is the most valuable piece on the board she is also the most vulnerable because you can't trade her for anything other than another Queen which means she is now going to start running.
 [ Q g3 ] , [ g x f4 ]  Again my threat is stronger.
 [ N x e2 ] , [ c5 ]  !? The mainline suggests [ g6 ] instead but I wanted to try this one. I bet I'll find time to castle short asap.
 [ e x f6 ]  [ Q x e2 + ] , [ B x e2 ]  Batman used the king. The bishop seems like the wiser option.
 [ d4 ]  [ d5 ]  [ c4 ]  [ e6 ]  [ N c3 ]  [ N f6 ]  [ B g5 ]  [ N b d7 ]  [ N f3 ] , [ c6 ]  Most common book line to this point
 [ e5 ] , [ N d7 ]  The only possibility is moving the knight away but where to? 9...[ N h5 ] loses after 10.g4. 9...[ N g4 ] is tempting but after 10.[ B f4 ] and 11.[ h3 ] the knight needs to escape to [ h6 ] and this is bad for me. 9...[ N [ e4 ] ] weakens my center too much (10.[ N x [ e4 ] ] [ d x [ e4 ] ] 11.[ B x e7 ] [ Q x e7 ] 12.[ N d2 ] and I cannot save the pawn while the knight at [ e4 ] will have a nice outpost). So only 9...[ N d7 ] remains but this move is actually quite nice: defends [ c5 ] attacks [ e5 ] and breaks the pin on the [ c6 ] knight.
 [ f5 ] , [ Q f2 ]  Threatening the knight but the knight can be relocated.
 [ N e8 ]  [ O-O-O ]  [ f6 ]  [ g6 ] , [ h6 ]  15. ..... [ h6 ] - Joe dare not play PxP due to PxP disc. ch. Joe defends by moving his h pawn up but now I have a sacrifice planned which will lead to #3 if accepted.
 [ N e3 ] , [ N f6 ]  As I now develop another piece.
 [ B d5 ] , [ R f7 ]  You know already that wasn't the wisest move but if you hadn't said anything I might have missed it. I'd anticipated you coming down that f file and reckoned I had enough to defend it I wasn't at that time thinking of bxr but your comment made me look harder.
 [ N x a8 ]  [ R x a8 ]  [ a5 ]  [ a6 ]  [ Q b3 ]  [ R d8 ]  [ R a4 ]  [ h6 ]  [ Q c3 ] , [ Q x h3 ]  Finally I take it
 [ N c3 ] , [ N f6 ]  Another move with the same piece this should give me the lead in development
 [ N h4 ]  [ R b1 ]  [ h6 ] , [ g x h4 ]  not one of the best move put using the check to my advantage
 [ R x c4 ] , [ R c8 ]  Now I have to guard my base Pawn on the Q-side.
 [ K h8 ] , [ Q g8 # ]  
 [ Q e2 ] , [ Q x e2 + ]  I went for the queen swap off as it would put him in a weaker position.
 [ B x c3 ]  [ B x c3 ] , [ B f3 ]  A dangerous looking move but with little or no actual effect. Instead it may have been good to go after the trapped white knight.
 [ B f7 ] , [ e4 ]  B out of the way I can finally play [ e4 ] myself. I'm not sure about [ f3 ] first but slowness is punished too often.
 [ Q x h1 ]  [ N f3 ]  [ N c6 ] , [ d4 ]  defending [ e5 ] and freeing the dark bishop
 [ R f e1 ]  [ b5 ] , [ B b3 ]  king is not safe so i have to swap king/root so i hv to take action move out bishop and night
 [ K c7 ]  [ R d2 ]  [ K b6 ]  [ R d1 ]  [ K b5 ] , [ K c2 ]  Conceding further ground but after 77. [ R d2 ] Fine points out 77 ...[ R c5 + ] 78. [ K b3 ] [ R c g5 ] and there is no defence against the exchange of rooks: 79. [ K c3 ] [ R [ g2 ] ] 80. [ R d1 ] [ R g1 ] 81. [ R d2 ] R5[ g2 ] etc.
 [ N h4 ] , [ K h8 ]  white still can't take the bishop for the very same reasons so the black king steps aside to allow a rook access to the g file
 [ e x d5 ]  [ e4 ] , [ Q e2 ]  Now the pawn is pinned to the king and can't take the Knight.
 [ g4 ]  [ N x g4 ]  [ h x g4 ]  [ B x g4 ] , [ B x c6 + ]  this exchange has a purpose for if he takes my bishop-
 [ K h8 ] , [ Q e8 + ]  Black can: - block with [ B f8 ] to lose yet another piece [ Q x f8 + ] [ K h7 ] [ N e7 ] [ h5 ] the most stubborn [ Q g8 + ] [ K h6 ] [ N e6 ] [ R d8 ] [ Q g7 + + ] - move the king [ K g7 ] [ N e6 + ] [ K h7 ] [ Q f7 + ] [ K h8 ] [ Q g7 + + ] - move the king [ K h7 ] [ Q f7 + ] [ K h8 ] [ N e6 ] [ R d7 ] [ Q x d7 ] [ K g8 ] [ Q e8 + ] [ B f8 ] [ Q x f8 + ] [ K h7 ] [ Q g7 + + ]  [ K h7 ]  [ Q f7 + ]  [ K h8 ] , [ N e6 ]  bringing in the knight for the kill
 [ Q x d5 + ] , [ K g7 ]  Kg7? This move gives White a 3 point material advantage lead. Again instead of [ K g7 ] black makes the game even with … [ K h8 ] 24. [ Q x e5 + ] [ K g8 ] 25. [ Q d5 + ] [ K h8 ] 26. Qe5+.
 [ K e7 ] , [ N d6 ]  [ N c7 ] was tempting but all the time black had the chanche to play [ R b8 ] depriving me of b5's control... why help him?
 [ e4 ]  [ c5 ] , [ c4 ]  Not the best possible mve Best moves (according to GK database): [ N f3 ] or [ c3 ]  [ N c3 ]  [ B g7 ]  [ B e2 ]  [ N c6 ]  [ d3 ]  [ d6 ]  [ O-O ]  [ N d4 ]  [ R e1 ]  [ B d7 ]  [ B f4 ]  [ e5 ]  [ B g3 ]  [ N f6 ] , [ B h4 ]  loss of tempo..
 [ K e4 ] , [ b4 ]  I was anticipating [ K f6 ] as this is the best move although I noticed my opponent taking a while on this move (we were both online) so he perhaps calculated this line as a losing one (which I think it is) so wanted to try something different however this is a bad blunder allowing me to stroll arround gobbleing up his pawns
 [ B b6 ] , [ Q b3 ]  menacing the knight an the king
 [ c x d3 ] , [ N x d3 ]  The rook on [ b2 ] has to be careful now.
 [ d x c6 ]  [ b x c6 ]  [ B a4 ]  [ B x c3 + ] , [ b x c3 ]  Black gives away the pair of bishops.
 [ b x c6 ] , [ B d4 ]  Better than 12. [ B h6 ] which can be met by a capture on c3. Also playable is [ N x d5 ] but I like the idea of exchanging these bishops first.
 [ a3 ]  [ B c5 ]  [ N b3 ]  [ B e7 ]  [ e4 ] , [ O-O ]  8. ..... 0-0 - after getting my pieces out I tucked Henry away on the kingside. I plan to fianchetto Fou Leblanc on [ b7 ] which I manage to achieve in a couple of moves from now.
 [ h5 ]  [ K g2 ]  [ R f3 ]  [ N a4 ]  [ B d6 ] , [ B e1 ]  21. [ B e1 ] - I am getting more and more bottled up.
 [ d5 ] , [ f4 ]  Sacrificing for development.
 [ R b f8 ]  [ B d1 ]  [ Q d8 ]  [ N e2 ] , [ Q c8 ]  threatening the h3-pawn. White must prevent this!
 [ R a c8 ] , [ Q d2 ]  A better square for the white queen in my opinion.
 [ e4 ]  [ N b4 ] , [ Q d1 ]  My opponent smelled out my plan.
 [ e4 ]  [ e5 ] , [ f4 ]  He plays the kings gambit. He was actually the person who inspired me to play it myself. I have won games with it.
 [ B f5 ]  [ Q b5 + ]  [ B d7 ]  [ Q x c5 ]  [ N h5 ]  [ N c3 ]  [ b6 ] , [ Q x d5 ]  Pins the bishop
 [ Q e2 ]  [ Q e7 ]  [ N c3 ]  [ O-O-O ] , [ O-O-O ]  So both sides have castled and now we need to find plans.
 [ R b8 ] , [ Q d2 ]  With the idea of f4-[ f5 ] and [ B h6 ] at some stage.
 [ Q g6 ]  [ N g3 ] , [ a5 ]  A loss of time.
 [ Q x e4 ] , [ B x e4 ]  17. ....... [ B x e4 ] - queen trade. White is gonna have a job to avoid losing a pawn here.
 [ K b3 ] , [ K d3 ]  This should slow his pawns just long enough.
 [ a x b5 ]  [ a x b5 ]  [ R x a8 ]  [ B x a8 ] , [ N x b5 ]  pawn recaptured - and looking at [ c4 ]  [ N a5 ] , [ Q a4 ]  now here I'm going out on a limb - not sure I have enough development for this bold move... but if you make the wrong decision there are some great opportunities... If you make the correct replies... then the most I can hope for is a draw..
 [ B x e4 ]  [ d x e4 ] , [ Q x e4 ]  Now my queen is free and looking to h7. All of a sudden my position is even better than hers! The main point: I keep the [ g5 ] pwan that happened to become a key piece for me. Without it I'm crushed! I already devoted a lot of time just to get here but the best is still to come.
 [ R b a6 ] , [ f4 ]  ! I suddenly felt a lot less happy about my position because I started to worry a bit about an eventual [ e5 ] coming up. I wanted to prevent that at all cost because it would activate the whole White army which is prepared for an attack right through the center. Obviously I should have known that this move was coming up at some point and probably I should have been prepared for it.
 [ d4 ]  [ e x d3 ]  [ e ]  [ p ] , [ c x d3 ]  as expected.
 [ B x d3 ]  [ c x d3 ]  [ e6 ] , [ d4 ]  Unbelievable. After such suspect opening play white has established a very solid position.
 [ h5 ]  [ K f2 ]  [ h4 ]  [ R a4 a6 ]  [ K h7 ]  [ R a1 a5 ]  [ h x g3 + ]  [ K x g3 ]  [ R f c8 ]  [ R c5 ] , [ R c b8 ]  taking the open line...
 [ K f7 ]  [ K c1 ]  [ K f6 ]  [ K d2 ]  [ K e5 ]  [ K e3 ] , [ h5 ]  "Passed pawns must be pushed"! Black sets his main asset in motion.
 [ B f4 ]  [ R a e8 ]  [ h3 ] , [ B f6 ]  Black is choosing to apply pressure on the King-side. Black's counter attack will be unsuccessful because white holds an advantage in the center.
 [ B x a8 ]  [ B x e5 ]  [ B x e5 ]  [ Q x e5 ]  [ R e1 ]  [ Q g5 ]  [ Q d5 ] , [ Q g6 ]  Black is well advised to avoid even material trades now down a rook.
 [ e6 ] , [ Q h5 ]  As I said a cheap trick which is easily parried but it's worth a shot surely..?
 [ e6 ] , [ B f4 ]  I wanted to play 3.[ B f4 ] in order to develop it before i close the return home with a later possible e3.
 [ N d5 ] , [ B a4 ]  ! This is where the game turns against Black.
 [ B d4 + ] , [ K h1 ]  but White is not out of the woods yet!
 [ N x d5 ]  [ B x d5 ]  [ Q f5 ]  [ N d7 ]  [ B e3 ] , [ Q f6 ]  White Queen is getting more attacks.
 [ a x b4 ] , [ a x b4 ]  34. [ a x b4 ] - another pawn trade.
 [ B g5 ] , [ B e7 # ]  Mate. I think White's moving the pawn to [ e4 ] was a key move in this game. If White had left that pawn alone and instead moved the pawn on f forward one (therefore threatening my queen when she was on [ e5 ] and blocking her path) this checkmate could have been avoided and I would have had to find another method of attack. Another key aspect of this game is that White didn't utilize the b-column knight at all; for most of the game the pawn on [ c3 ] blocked the knight's best method of getting on the board.
 [ B x d1 ]  [ Q c4 ] , [ Q e5 ]  Black continues his attack disregarding the defensive idea like 21..e6.
 [ b3 ]  [ e5 ]  [ B b2 ]  [ N c6 ]  [ e3 ]  [ g6 ]  [ B b5 ]  [ B g7 ]  [ B x c6 ]  [ d x c6 ]  [ h3 ]  [ N e7 ] , [ g4 ]  Very ambiguous. 7. [ N f3 ] would have been safer followed by castling.
 [ K b1 ] , [ N a4 ]  The N is safe here (b3?? Nc3+) and [ b2 ] would be attacked soon.
 [ R d6 ] , [ B x e6 ]  If 24... QxB 25 RxQ secures a winning material edge. So Black tries 24 RxB...
 [ K x h7 ]  [ B e4 + ]  [ K g8 ] , [ h6 ]  Kitrich reckons that black is now completely busted. Do you agree?
 [ b x c5 ]  [ B x c5 ]  [ d x c5 ] , [ Q x c5 ]  he accepts sacrifice.... rest is history
 [ Q f5 + ] , [ Q e6 ]  ...but have to put up some defence...
 [ Q a5 + ] , [ K f1 ]  [ K d1 ] might have been better so the h rook could have egress. White though has a lot of power focused across the board with both those bishops.
 [ B d2 ] , [ B x d2 + ]  Black plays as I was hoping for:)
 [ B x f7 + ]  [ K x f7 ]  [ N x e4 ]  [ d5 ]  [ N f g5 + ]  [ K g8 ] , [ c3 ]  This pawn move is so obviously wrong that the trap must work only with the unwary or in a blitz game in Washington Square Park. (If the d pawn takes the knight [ Q b3 ] wins.)
 [ R d3 + ]  [ K g2 ]  [ R b3 ]  [ R e4 ]  [ R b2 + ]  [ K g1 ]  [ R b1 + ]  [ K f2 ]  [ g5 ]  [ K g2 ]  [ R b2 + ]  [ K f3 ]  [ R b3 + ]  [ K g2 ] , [ R b2 + ]  Draw Agreed white cannot leave his h pawn to hang in order to continue the game and black doesn't want white's king to contribute to the endgame efforts. I had a little under 5 minutes left on my clock here. A back and forth kind of game hope it was somewhat interesting. Please comment if I missed something I only spent about an hour or so on this so I'd appreciate the help. Thanks!
 [ N f3 + ]  [ K g2 ] , [ R g8 ]  Threatening 24...[ N x h4 + ] and a devastating attack.
 [ N a4 ] , [ c5 ]  roneshet: [ B b1 ] We can't put our B on [ c2 ] or [ e2 ] because it will lead to losing one of our pawns... [ B b1 ] as far as I can tell is the only viable move. ptitroque: [ B b1 ] Yes I see no other solution
 [ B c5 + ]  [ Q d6 ] , [ Q x d6 # ]  And mate. I think I played pretty well this game but if you find an error please comment.
 [ R x c5 + ]  [ K f6 ]  [ R c7 ]  [ K e6 ] , [ c5 ]  and with that white is guarunteed the win. black must exchange else Nd4+! wins the rook and [ R d8 ] leads (via c6) to a position whereby black must exchange the rook for (at best!) two of the pawns or the knight
 [ R c8 ]  [ R c5 ] , [ R e8 ]  After the exchange the pawn on [ c5 ] would kick the knight to a less active square and White would be clearly better.
 [ R f1 ]  [ Q x e3 + ]  [ K h1 ]  [ N f2 + ]  [ K g1 ]  [ N h3 + ]  [ K h1 ]  [ Q g1 + ]  [ R x g1 ] , [ N f2 # ]  
 [ d x e5 ] , [ N e4 ]  My only hope is tactical play and hope that the opponent makes a mistake.
 [ d6 ]  [ B c4 ]  [ h6 ]  [ d4 ]  [ e x d4 ]  [ N x d4 ]  [ B e7 ]  [ N c3 ]  [ c6 ]  [ O-O ]  [ N f6 ]  [ h3 ]  [ O-O ]  [ Q f3 ] , [ N x e4 ]  Now he got a pawn up offering the Knight and I have only the Queen to grab it. But if I do so he will push the d pawn then a fork I have pull back the Queen and he will take the Bishop and he will depend the pawn. So I took the f pawn.
 [ R f e1 ]  [ N x e6 ]  [ R x e6 + ] , [ K f7 ]  Again the less dangerous position for black. I'm not playing to win but to hold would be a kind of victory for me.
 [ b5 ]  [ a x b5 ]  [ a x b5 ]  [ N a3 ]  [ N a7 ]  [ b4 ]  [ R c8 ] , [ K g2 ]  I thought the R on [ e8 ] square wasn't so much helpful.
 [ g3 ]  [ B h6 ]  [ g x f4 ]  [ B x g5 ] , [ f x g5 ]  Black willing to take a loss of a pawn for exchanging a active knight for his bad bishop; although there were variations which he could have recouped it.
 [ B d7 ]  [ a4 ] , [ Q b6 ]  A powerful square for the queen to be on
 [ N f5 ]  [ R e4 + ]  [ b4 ]  [ d5 ]  [ N x e7 ] , [ R x e7 ]  ?? -- The final time pressure blunder and more than enough. After ...[ K e7 ] Black should still draw being able to shepherd his own pawns while slowing the advance of White's. The rest of the game passes without need for further comment.
 [ d4 ]  [ d5 ]  [ e3 ]  [ N f6 ]  [ c4 ]  [ d x c4 ]  [ B x c4 ]  [ e6 ]  [ N f3 ]  [ N b d7 ]  [ N b d2 ]  [ c6 ]  [ a3 ]  [ B d6 ]  [ b4 ]  [ O-O ]  [ B b2 ]  [ N b6 ]  [ B d3 ]  [ N b d5 ]  [ O-O ] , [ a5 ]  Trying to get the extra Queenside pawn.
 [ N f5 ] , [ K f2 ]  Trying to get out of the way of the light-square Bishop so White can get his last two pieces into play. Getting the King off the e file also threatens [ Q x e6 + ] without having to worry about a game-ending pin.
 [ B h3 ] , [ B x h4 ]  Let's say that this opens his king's position.
 [ d5 ] , [ c5 ]  White: King_0_Nothing Black: Janheckman
 [ B x f5 ]  [ N c e7 ] , [ B c2 ]  [ B e6 + ] was an option but I did not want to swap pieces after Bf7.
 [ Q a5 ] , [ Q b3 ]  White's pla is to attack [ f7 ] with all th available material and obtain a good trading sequence.
 [ N d5 ]  [ N h6 ] , [ h4 ]  time to retrive my pawn.
 [ O-O ]  [ N b d7 ] , [ B g5 ]  creating an annoyance for black but this should be very easy for black to handle. This move along with it's [ B f4 ] cousin are easy victims for the benoni player.
 [ Q e7 ]  [ K f2 ] , [ R e8 ]  Black aims to control the e file
 [ N x e4 ]  [ B x e4 ] , [ h6 ]  Don't underestimate the value of that pawn! Only 1 place to go for that Bishop now.
 [ R c7 ]  [ R e8 + ]  [ K a7 ]  [ R e6 ]  [ b5 ]  [ R e4 ]  [ b x c4 ]  [ b x c4 ]  [ g5 ]  [ g3 ] , [ h5 ]  [ f x3 ] is advisable for position.
 [ N e x d4 ]  [ R x e8 + ]  [ B x e8 ]  [ N x d4 ]  [ N x d4 ]  [ R d1 ] , [ N e6 ]  I imagine this move was not anticipated or maybe 23. ...[ B x e8 ] was not anticipated but either way this should be an easy game from here.
 [ B b2 ] , [ N e5 ]  Black knight moves to unpin the bishop and protect the weak [ f7 ] pawn.
 [ B b2 ] , [ N b d7 ]  Continuing his slow buildup...
 [ R b a8 ]  [ Q c6 ] , [ R a e8 ]  Better here was 23...[ K h8 ] which prevents my next move [ Q d5 ] pinning the queen to the king and happily squelching any counter play he has. Again [ Q d5 ] is not the best move but I needed to play it to be comfortable in my winning position.
 [ R x b2 ]  [ N b4 ]  [ R d2 ] , [ K e7 ]  The goalie is out of the penalty box. But someone had to protect that backward d-pawn.
 [ N d4 ]  [ N x f6 + ] , [ d5 ]  If the Bishop had been interposed White would have taken it checking; and on Knight retaking have played [ N d5 ] discovering check and won without difficulty.
 [ a x b4 ]  [ a x b4 ]  [ R x a1 ] , [ B x a1 ]  im not sure of its continuation whether it best moves or not but someething for sure the board give a picture still level on both sides
 [ d4 ]  [ d5 ]  [ B f4 ]  [ c5 ] , [ c3 ]  When black's c pawn is moved white must move his own in order to be able to answer [ Q b3 ] to Qb6. [ b6 ] weakens dangerously white's dark squares.
 [ B b5 + ]  [ N c6 ]  [ B x c6 + ]  [ b x c6 ]  [ Q e2 ]  [ B h6 ]  [ B c1 ] , [ Q c3 ]  Black is trying to stretch White's defences and overwork his pieces. Notice that attention has completely shifted from the e5-pawn to the d2-knight!
 [ d5 ]  [ e x d5 ]  [ c x d5 ] , [ d6 ]  Now it's definitely a benoni.
 [ R x d1 ]  [ N e6 ]  [ R a1 ]  [ f5 ] , [ e5 ]  I cant remember why I didn't take [ f5 ]  [ K f7 ]  [ R x a2 ]  [ K e7 ]  [ R a7 + ]  [ K e8 ]  [ K e2 ]  [ N f4 + ]  [ K f3 ]  [ N e6 ]  [ K e3 ]  [ h6 ]  [ c5 ]  [ N x c5 ]  [ R x g7 ] , [ f4 + ]  He tried to trick me by making me capture [ f4 ] enabling him to fork me with n[ e6 ]  [ N e6 ] , [ R g6 ]  Now I can take [ h6 ] too
 [ e x d5 ] , [ Q f3 ]  though ill keep the pressure going with a quick matey thread.
 [ B x c3 ]  [ b x c3 ] , [ O-O ]  Freeing the knight(s).
 [ N d7 ] , [ g x h6 ]  thewrongreason: I don't know if I have anything better then taking on g6. I don't want the Q swarming in but then if I take my K side is destroyed. By how it's playing out I think that the position is looking very bad for black here. I meant on h6. I won't take since I'm starting to see what happens afterwards and your attack would be devastating. With that I think ...[ g6 ] is required here. The reason I won't annotate for a while after this is because I was specifically looking at what how to prevent Joe from landing his Q+R on the g file due to his [ h6 ] pawn. I was thinking about what all of that can do to my monarch based on the overall picture with our last game in mind.
 [ B x c7 ] , [ R x c7 ]  But it is already a lost cause...
 [ N b6 ] , [ R c1 ]  Natural move with a pin
 [ b x c3 ]  [ O-O ]  [ f x e4 ]  [ N x e4 ] , [ N f3 ]  Preventing ... [ Q h4 ] [ N x c3 ] isn't a threat because [ Q c2 ] traps the knight.
 [ N c6 ]  [ R x f8 + ]  [ K x f8 ] , [ a3 ]  Starting a pawn steamroller.
 [ N h6 ] , [ R d g1 ]  I want to control the g-and h-files with my Rooks after opening up.
 [ g5 ]  [ c4 ] , [ B g6 ]  ! Threatening ...[ B e4 ] which I only just noticed after I played the next move I'm ashamed to say.
 [ f5 ]  [ Q f7 ] , [ c4 ]  21. [ c4 ] - and here's another one!
 [ N f3 ]  [ N d7 ]  [ B d3 ]  [ Q b4 + ]  [ K e3 ]  [ N b6 ] , [ R d a1 ]  Threatens to catch the black queen but 16...[ N d5 ] follows.
 [ Q e7 ]  [ O-O ] , [ R a d8 ]  I don't really understand this move.. In my opinion the control over the open c-line is more important..
 [ R g3 ]  [ N e c2 + ]  [ K f1 ] , [ R x e2 ]  Game over white resigns the sac paid off...
 [ N c4 ]  [ N x c4 ]  [ d x c4 ]  [ Q b8 ]  [ K c6 ]  [ Q x c7 + ]  [ K d5 ]  [ Q c5 + ]  [ K e4 ]  [ Q e5 + ]  [ K f3 ]  [ h6 ]  [ K g2 ]  [ R g1 + ]  [ K f2 ] , [ Q e3 # ]  Nothing much of notice happened over those last 8 moves just me constantly putting him in check until mate. I hope I did alright for my first blitz annotation and please give me feedback! I really like annotating these games and I would like to start moving up to some higher level games.
 [ f x e5 ] , [ B x g4 ]  The best move in the situation. though it does have a very big down side of leading to a minor exchange sac two pawns for a Knight.
 [ O-O ]  [ N g e7 ] , [ Q b3 ]  A good alternative is 10 [ a3 ] to enforce b4.
 [ d6 ]  [ d3 ] , [ a6 ]  Best as [ N a4 ] was threatened gaining the bishop-pair advantage.
 [ R e1 ]  [ Q c7 ]  [ B f4 ]  [ N h5 ]  [ B g5 ]  [ h6 ]  [ B e3 ] , [ N f6 ]  All that just to teach the white bishop a lesson.
 [ c4 ]  [ Q d2 ]  [ N c6 ] , [ a3 ]  Although this discourages Black's minor pieces from coming to [ b4 ] it also creates a weakness at [ b3 ]  [ b5 ] , [ f5 ]  I was still managing to feel quite optimistic at this point though I knew my opponent was quite capable of dealing with me (he beat me last season)
 [ e5 ]  [ N b3 ] , [ Q e6 ]  If [ N c5 ] then BxN and black's control of the center should give him a slight advantage.
 [ B e2 ]  [ N b8 d7 ]  [ N f3 ]  [ N f6 ] , [ h3 ]  Preventing another thematic Alekhine move sequence of ...[ B g4 ] and ...Bxf3. Now black must solve the problem of what to do with his light-square bishop. 13...[ B f5 ] will be met with 14.Nd4.
 [ Q f6 + ] , [ K e8 ]  Obviously [ K f8 ] gets mated and [ K d6 ] still loses to [ R d4 ]  [ K e7 ] , [ R c x d7 # ]  Black's underdeveloped position and greedy queen moves didn't seem like disadvantages when I was down a piece but now I wind up with an extra rook and Black is mated. Development and king safety are the number one factors in wide open crazy positions like this
 [ d4 ]  [ B d6 ]  [ B g5 ]  [ B g4 ] , [ R x b7 ]  i heven't seen this move...after 23.[ R x b7 ] i think "oh no...i lost" but fortunately it's draw
 [ K x b4 ] , [ K f7 ]  I would've played 103...[ R h4 + ] in an attempt to get a draw by repetition. That K would've moved back a few times. However I don't think that white would've allowed it anyway because let's say 103...[ R h4 + ] 104.[ K c3 ] [ R h3 + ] 105.[ K b4 ] [ R h4 + ] now white has say 106.[ K b5 ] which would've prevented the draw. Nontheless however I believe it was worth trying.
 [ R a d8 ] , [ R a d1 ]  21. [ R a d1 ] - centralising my QR as planned.
 [ K f1 ] , [ e2 + ]  at least giving Black one tempo to reorganize...
 [ b3 ]  [ Q h8 ] , [ K g2 ]  24. [ K g2 ] - Henry sidestepps a dangerous pin.
 [ d5 ]  [ e x d5 ]  [ N f6 ] , [ d4 ]  The wisest answer I almost never face. Now taking the pawn is recommended but I also tried [ B f5 ] even if it not in the spirit of the opening.
 [ h5 ]  [ Q e4 ] , [ g4 ]  22. …… [ g4 ] - the much anticipated pawn storm is coming but that is as far as it gets.
 [ N a4 ]  [ B x a4 ]  [ R x a4 ]  [ b3 ]  [ R a6 ]  [ B d4 ]  [ B g7 ]  [ B x g7 ]  [ K x g7 ]  [ N f d4 ]  [ N c3 ] , [ b4 ]  much better is [ f4 ] or [ g4 ] beginning the ofensive on both sides of the board. Plus giving the K room to move
 [ B x g4 ]  [ d3 ] , [ h6 ]  ...[ N [ c6 ] ] is stronger. also ...[ c6 ] and ...[ N d7 ] as in lines of the afore mentioned openings.
 [ Q e1 ]  [ Q d7 ]  [ B g3 ]  [ N c6 ]  [ N f4 ]  [ B f8 ]  [ Q d2 ]  [ K f7 ]  [ N c e2 ]  [ g5 ]  [ N d3 ]  [ Q e7 ]  [ f3 ]  [ Q a3 ] , [ N f2 ]  My Q was overloaded.
 [ e4 ]  [ e5 ]  [ N f3 ]  [ N c6 ]  [ B c4 ]  [ h6 ]  [ d3 ]  [ B c5 ] , [ B e3 ]  I'm not too keen on this move. It compromises your kingside pawn structure too much. If you want to exchange bishops play [ Q e2 ] first.
 [ e3 ]  [ a6 ] , [ h3 ]  This is to support [ g4 ] and to provide [ B f4 ] a square to retire in case of Nh5.
 [ B e3 ]  [ b6 ]  [ e5 ]  [ N d5 ]  [ N x d5 ] , [ e x d5 ]  Now I can get in [ c3 ]  [ c3 ]  [ B e7 ] , [ R e1 ]  Not bad but perharps I should have tried [ K h2 ] threatening [ g4 ] next move to win the queen
 [ N x f3 + ]  [ N x f3 ]  [ Q x g4 + ]  [ Q g2 ]  [ B x c5 + ]  [ K h1 ]  [ Q x g2 + ]  [ K x g2 ]  [ g4 ]  [ N h4 ]  [ c6 ] , [ B h6 ]  Again driving the Rook where it wants to go! The computer gives [ B g5 ]  [ R f e8 ]  [ B g5 ]  [ R x e1 ]  [ R x e1 ]  [ R e8 ] , [ R f1 ]  The computer thinks that White should have exchanged Rooks. I am not totally convinced.
 [ R x f8 ] , [ Q h7 # ]  Brilliantly done by Bisguier.
 [ N x d5 ]  [ B x d5 ] , [ N a6 ]  [ N a6 ] drifts out of the database. The typical response (good for black) is P[ c6 ] though in a few games black does well with Pd6. O-O seems to give white an advantage.
 [ Q x b6 + ] , [ a x b6 ]  So this is acceptable with black against a 1800+
 [ B x c3 + ]  [ b x c3 ]  [ N e7 ]  [ N f3 ] , [ Q a5 ]  Attacks the weak [ c3 ] pawn and pins it to the white king
 [ R e7 ]  [ R b4 ]  [ R c7 ]  [ K c2 ]  [ B e6 + ]  [ K d3 ]  [ R d7 + ]  [ K c3 ]  [ R c7 + ]  [ K d4 ]  [ R d7 + ]  [ K c5 ]  [ R d8 ]  [ R b6 ]  [ B d7 ]  [ K d6 ]  [ B e8 + ]  [ K c7 ]  [ R d7 + ]  [ K c8 ]  [ R d1 ]  [ R e6 ]  [ B f7 ]  [ R e7 ]  [ B c4 ] , [ R g7 + ]  62. [ R x h7 ] is also good
 [ e x f6 + ]  [ K x f6 ]  [ N d4 ] , [ f4 ]  wrong time wrong place... better was [ R d6 ] [ R a4 ] Bc8! [ R a e1 ] [ f4 ] [ N e c2 ] Nf5...
 [ N e5 ]  [ f6 ]  [ N f3 ] , [ h6 ]  Black does not fear Nh4. Simply [ R g8 ] gives Black a strong attack if White decides to exchange knight for bishop.
 [ f x e6 ]  [ N e5 ]  [ Q d4 ]  [ N x d3 ]  [ Q x c4 ] , [ R e5 ]  This happens. However I would've captured with 30.[ R x e6 ] But Joe has a reason for doing what he does. And it's important to figure what that would be as that's what theory is about.
